STATE,CONSTITUENCY,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,TOTAL VOTES,TOTAL ELECTORS,ASSETS,LIABILITIES
Madhya Pradesh,RATLAM,0,47,Auto- Rickshaw,1,4,28.0,3,4,14784,1851112,62500,0
Maharashtra,RATNAGIRI - SINDHUDURG,1,19,Bow and Arrow,1,3,65.0,1,2,458022,1455577,50660534,2830000
Maharashtra,RATNAGIRI - SINDHUDURG,0,115,Refrigerator,1,5,38.0,1,3,279700,1455577,254141202,76363728
Maharashtra,RATNAGIRI - SINDHUDURG,0,3,Hand,1,0,62.0,1,6,63299,1455577,124520857,16820672
Maharashtra,RATNAGIRI - SINDHUDURG,0,6,Whistle,1,0,74.0,1,7,30882,1455577,3493826,0
Maharashtra,RATNAGIRI - SINDHUDURG,0,18,Almirah,1,0,28.0,1,4,17668,1455577,316000,0
Maharashtra,RATNAGIRI - SINDHUDURG,0,116,Air Conditioner,1,0,32.0,2,4,9565,1455577,202000,0
Maharashtra,RAVER,1,1,Lotus,2,0,31.0,1,4,655386,1775051,172713734,0
Maharashtra,RAVER,0,3,Hand,1,1,59.0,1,2,319504,1775051,198503281,4508413
Maharashtra,RAVER,0,6,Cup & Saucer,1,0,39.0,1,1,88365,1775051,8901000,4450000
Madhya Pradesh,REWA,1,1,Lotus,1,0,62.0,1,8,583769,1679534,20359750,580627
Madhya Pradesh,REWA,0,3,Hand,1,0,34.0,1,8,270961,1679534,30182893,1325755
Madhya Pradesh,REWA,0,4,Elephant,1,0,36.0,1,4,91109,1679534,15156991,3100000
Madhya Pradesh,REWA,0,8,"Hammer, Sickle and Star",1,0,49.0,1,2,10423,1679534,3498413,265000
Uttar Pradesh,ROBERTSGANJ,1,100,Cup & Saucer,1,0,66.0,2,9,447914,1723538,23048078,684133
Uttar Pradesh,ROBERTSGANJ,0,12,Bicycle,1,1,67.0,2,6,393578,1723538,20813273,640631
Uttar Pradesh,ROBERTSGANJ,0,3,Hand,1,0,64.0,2,8,35269,1723538,26146670,4105250
Uttar Pradesh,ROBERTSGANJ,0,117,BUCKET,1,0,28.0,2,2,18338,1723538,1696772,0
Uttar Pradesh,ROBERTSGANJ,0,8,Ears of Corn And Sickle,1,0,55.0,2,8,17466,1723538,2925000,0
Uttar Pradesh,ROBERTSGANJ,0,118,Cot,1,0,64.0,2,4,11032,1723538,12713261,105801
Haryana,ROHTAK,1,1,Lotus,1,0,56.0,1,2,573845,1737133,41079284,16778090
Haryana,ROHTAK,0,3,Hand,1,0,41.0,1,2,566342,1737133,447255719,21846800
Haryana,ROHTAK,0,4,Elephant,1,0,51.0,1,11,38364,1737133,10638347,0
Haryana,ROHTAK,0,54,Chappals,1,3,32.0,1,2,21211,1737133,5150821,0
Gujarat,SABARKANTHA,1,1,Lotus,1,0,67.0,1,7,701983,1801717,23997443,0
Gujarat,SABARKANTHA,0,3,Hand,1,0,46.0,1,4,432997,1801717,22687227,800000
Gujarat,SABARKANTHA,0,18,Gas Cylinder,1,0,38.0,1,6,17175,1801717,590918,0
Madhya Pradesh,SAGAR,1,1,Lotus,1,1,51.0,1,2,646231,1583129,16416828,547428
Madhya Pradesh,SAGAR,0,3,Hand,1,0,65.0,1,2,340689,1583129,116106237,869967
Madhya Pradesh,SAGAR,0,4,Elephant,1,0,47.0,1,1,20363,1583129,4225000,300000
Uttar Pradesh,SAHARANPUR,1,4,Elephant,1,0,67.0,1,4,514139,1739082,46146135,60000
Uttar Pradesh,SAHARANPUR,0,1,Lotus,1,2,44.0,1,2,491722,1739082,47543994,0
Uttar Pradesh,SAHARANPUR,0,3,Hand,1,8,48.0,1,1,207068,1739082,50597337,0
Tamil Nadu,SALEM,1,25,Rising Sun,1,4,49.0,1,8,606302,1612512,60045532,4039841
Tamil Nadu,SALEM,0,29,Two Leaves,1,0,44.0,1,8,459376,1612512,15055729,0
Tamil Nadu,SALEM,0,28,Battery Torch,1,0,28.0,1,8,58662,1612512,2750000,900000
Tamil Nadu,SALEM,0,18,Gift Pack,1,3,57.0,1,6,52332,1612512,9748974,100000
Tamil Nadu,SALEM,0,27,Ganna Kisan,1,3,57.0,1,1,33890,1612512,15668882,0
Uttar Pradesh,SALEMPUR,1,1,Lotus,1,0,55.0,1,1,467940,1667282,27031724,249400
Uttar Pradesh,SALEMPUR,0,4,Elephant,1,0,62.0,1,5,355325,1667282,115246002,265057
Uttar Pradesh,SALEMPUR,0,17,Walking Stick,1,0,54.0,1,6,33568,1667282,6310007,0
Uttar Pradesh,SALEMPUR,0,3,Hand,1,1,61.0,1,3,27363,1667282,13088751,903849
Bihar,SAMASTIPUR (SC),1,73,Bungalow,1,5,58.0,2,6,562443,1679030,17375975,999057
Bihar,SAMASTIPUR (SC),0,3,Hand,1,0,64.0,2,8,310800,1679030,20396690,0
Bihar,SAMASTIPUR (SC),0,119,Boat with Man and Sail,1,0,46.0,2,2,29392,1679030,593059,0
Bihar,SAMASTIPUR (SC),0,18,Auto- Rickshaw,1,0,37.0,2,2,22187,1679030,1432734,445000
Bihar,SAMASTIPUR (SC),0,87,CHAPATI ROLLER,2,1,25.0,2,9,14114,1679030,1628121,51000
Bihar,SAMASTIPUR (SC),0,4,Elephant,1,0,40.0,2,4,11718,1679030,2540500,20000
Bihar,SAMASTIPUR (SC),0,120,Tiller,1,0,32.0,2,1,10512,1679030,33000,50000
Odisha,SAMBALPUR,1,1,Lotus,1,1,47.0,1,1,473770,1468530,269543587,10337195
Odisha,SAMBALPUR,0,37,Conch,1,0,61.0,1,2,464608,1468530,75651064,2259000
Odisha,SAMBALPUR,0,3,Hand,1,0,62.0,1,8,135969,1468530,59424606,703915
Uttar Pradesh,SAMBHAL,1,12,Bicycle,1,0,86.0,1,4,658006,1828764,13296671,0
Uttar Pradesh,SAMBHAL,0,1,Lotus,1,0,64.0,1,6,483180,1828764,110088877,4943218
Uttar Pradesh,SAMBHAL,0,3,Hand,1,0,78.0,1,4,12105,1828764,27137444,0
Maharashtra,SANGLI,1,1,Lotus,1,1,54.0,1,6,508995,1809109,191192187,23345328
Maharashtra,SANGLI,0,75,Bat,1,3,38.0,1,4,344643,1809109,217156936,103062594
Maharashtra,SANGLI,0,6,Cup & Saucer,1,5,36.0,1,1,300234,1809109,10372000,42000
Punjab,SANGRUR,1,20,Broom,1,0,45.0,1,1,413561,1529431,16427274,0
Punjab,SANGRUR,0,3,Hand,1,0,68.0,1,1,303350,1529431,1310793341,100605212
Punjab,SANGRUR,0,21,Scales,1,1,43.0,1,2,263498,1529431,179035633,0
Punjab,SANGRUR,0,121,Truck,1,0,74.0,1,4,48365,1529431,170971628,5000000
Punjab,SANGRUR,0,63,Letter Box,1,0,46.0,1,4,20087,1529431,17041210,11700000
Uttar Pradesh,SANT KABIR NAGAR,1,1,Lotus,1,0,30.0,3,8,467543,1962903,4300614,2326248
Uttar Pradesh,SANT KABIR NAGAR,0,4,Elephant,1,0,54.0,1,1,431794,1962903,142535633,0
Uttar Pradesh,SANT KABIR NAGAR,0,3,Hand,1,2,60.0,1,4,128506,1962903,15341651,10068345
Bihar,SARAN,1,1,Lotus,1,0,58.0,1,2,499986,1667253,80740349,0
Bihar,SARAN,0,30,Hurricane Lamp,1,3,61.0,1,3,361575,1667253,96944980,1901831
Bihar,SARAN,0,4,Elephant,1,1,44.0,2,4,15283,1667253,11000,0
Bihar,SARAN,0,18,Tractor Chalata Kisan,1,0,53.0,1,3,14618,1667253,7698001,300000
Chhattisgarh,SARGUJA,1,1,Lotus,2,0,55.0,3,1,663711,1655239,27682493,3251275
Chhattisgarh,SARGUJA,0,3,Hand,1,0,72.0,3,2,505838,1655239,76086898,7070521
Chhattisgarh,SARGUJA,0,92,Saw,2,0,44.0,3,8,24463,1655239,2768500,1000000
Chhattisgarh,SARGUJA,0,4,Elephant,2,0,40.0,3,2,18534,1655239,7849844,0
Bihar,SASARAM (SC),1,1,Lotus,1,4,63.0,2,2,494800,1787878,32152250,2214842
Bihar,SASARAM (SC),0,3,Hand,2,0,74.0,2,2,329055,1787878,475194636,0
Bihar,SASARAM (SC),0,4,Elephant,1,0,35.0,2,4,86406,1787878,8864060,0
Bihar,SASARAM (SC),0,18,Cup & Saucer,1,10,48.0,2,6,10029,1787878,816680,0
Maharashtra,SATARA,1,5,Clock,1,8,53.0,1,1,579026,1848489,1996813173,12340338
Maharashtra,SATARA,0,19,Bow and Arrow,1,4,44.0,1,1,452498,1848489,152801213,51954358
Maharashtra,SATARA,0,6,Cup & Saucer,1,0,63.0,2,8,40673,1848489,1427313,400000
Madhya Pradesh,SATNA,1,1,Lotus,1,2,56.0,1,2,588753,1575064,41719076,0
Madhya Pradesh,SATNA,0,3,Hand,1,0,66.0,1,1,357280,1575064,150375545,18844623
Madhya Pradesh,SATNA,0,4,Elephant,1,2,62.0,1,7,109961,1575064,24846270,746000
Telangana,SECUNDRABAD,1,1,Lotus,1,0,58.0,1,5,384780,1968276,81430778,4500000
Telangana,SECUNDRABAD,0,2,Car,1,6,32.0,1,2,322666,1968276,301011219,68489543
Telangana,SECUNDRABAD,0,3,Hand,1,0,58.0,1,4,173229,1968276,24655065,2400000
Telangana,SECUNDRABAD,0,15,Glass Tumbler,1,0,44.0,1,7,9683,1968276,34643000,1800000
Madhya Pradesh,SHAHDOL,1,1,Lotus,2,0,32.0,3,4,747977,1656474,36564408,1736289
Madhya Pradesh,SHAHDOL,0,3,Hand,2,0,50.0,3,2,344644,1656474,20491903,3913894
Madhya Pradesh,SHAHDOL,0,8,Ears of Corn And Sickle,2,0,31.0,3,1,33695,1656474,223200,20000
Madhya Pradesh,SHAHDOL,0,4,Elephant,1,0,65.0,3,6,20598,1656474,826000,0
Madhya Pradesh,SHAHDOL,0,92,Saw,1,0,27.0,3,6,16789,1656474,932000,0
Uttar Pradesh,SHAHJAHANPUR,1,1,Lotus,1,1,42.0,2,1,688990,2114201,43448049,1179697
Uttar Pradesh,SHAHJAHANPUR,0,4,Elephant,1,5,48.0,2,2,420572,2114201,15755445,1200128
Uttar Pradesh,SHAHJAHANPUR,0,3,Hand,1,0,47.0,2,4,35283,2114201,52249560,2159156
Bihar,SHEOHAR,1,1,Lotus,2,1,69.0,1,8,608678,1686215,328364940,0
Bihar,SHEOHAR,0,30,Hurricane Lamp,1,1,52.0,1,2,268318,1686215,25526590,8814643
Bihar,SHEOHAR,0,18,Ganna Kisan,1,3,73.0,1,1,18426,1686215,17741102,0
Bihar,SHEOHAR,0,18,Table,1,0,44.0,1,1,13704,1686215,4069008,0
Bihar,SHEOHAR,0,5,Clock,1,0,51.0,1,1,13269,1686215,6324527,150000
Bihar,SHEOHAR,0,4,Elephant,1,1,30.0,1,1,12470,1686215,22447516,9700000
Bihar,SHEOHAR,0,18,Bead Necklace,1,0,31.0,2,6,11138,1686215,1545086,0
Bihar,SHEOHAR,0,18,Chimney,1,0,51.0,1,1,10679,1686215,2302500,0
Meghalaya,SHILLONG,1,3,Hand,1,0,51.0,3,8,419689,1197806,549515421,0
Meghalaya,SHILLONG,0,122,Drum,1,0,54.0,3,3,267256,1197806,11432184,1178370
Meghalaya,SHILLONG,0,1,Lotus,1,0,52.0,3,6,76683,1197806,66168175,0
Himachal Pradesh,SHIMLA,1,1,Lotus,1,0,48.0,2,2,606182,1259085,15705738,7873806
Himachal Pradesh,SHIMLA,0,3,Hand,1,1,78.0,2,3,278668,1259085,36782528,4111104
Karnataka,SHIMOGA,1,1,Lotus,1,2,46.0,1,4,729872,1676668,674093851,14150647
Karnataka,SHIMOGA,0,34,A lady farmer carrying paddy on her head,1,1,52.0,1,4,506512,1676668,615887761,170909000
Maharashtra,SHIRDI,1,19,Bow and Arrow,1,1,56.0,2,6,486820,1587079,113710526,205100
Maharashtra,SHIRDI,0,3,Hand,1,1,64.0,2,5,366625,1587079,26419995,1935504
Maharashtra,SHIRDI,0,6,Cup & Saucer,1,2,39.0,2,4,63287,1587079,24086176,8810000
Maharashtra,SHIRDI,0,18,Ganna Kisan,1,0,69.0,2,8,35526,1587079,89493665,6141795
Maharashtra,SHIRDI,0,8,Ears of Corn And Sickle,1,1,58.0,2,8,20300,1587079,13605985,1622993
Maharashtra,SHIRDI,0,18,Whistle,1,9,32.0,2,1,12946,1587079,113801,0
Maharashtra,SHIRUR,1,5,Clock,1,0,38.0,1,8,635830,2175529,43351521,1488116
Maharashtra,SHIRUR,0,19,Bow and Arrow,1,10,64.0,1,5,577347,2175529,290165511,49898166
Maharashtra,SHIRUR,0,6,Cup & Saucer,1,2,36.0,1,7,38070,2175529,1199794,60000
Uttar Pradesh,SHRAWASTI,1,4,Elephant,1,0,49.0,1,8,441771,1914739,19108216,350000
Uttar Pradesh,SHRAWASTI,0,1,Lotus,1,0,52.0,1,2,436451,1914739,28788083,155755
Uttar Pradesh,SHRAWASTI,0,3,Hand,1,8,54.0,1,2,58042,1914739,110455296,1671408
Uttar Pradesh,SHRAWASTI,0,8,Ears of Corn And Sickle,1,0,63.0,1,9,12662,1914739,2395000,0
Madhya Pradesh,SIDHI,1,1,Lotus,2,0,41.0,1,2,698342,1845547,51541791,505922
Madhya Pradesh,SIDHI,0,3,Hand,1,2,63.0,1,2,411818,1845547,375482525,4000000
Madhya Pradesh,SIDHI,0,8,Ears of Corn And Sickle,1,4,39.0,1,6,27651,1845547,1176000,0
Madhya Pradesh,SIDHI,0,4,Elephant,1,0,48.0,3,1,26540,1845547,30814000,0
Madhya Pradesh,SIDHI,0,92,Apple,1,0,63.0,3,2,17032,1845547,6173351,280000
Madhya Pradesh,SIDHI,0,18,Balloon,1,0,34.0,1,12,15555,1845547,0,0
Rajasthan,SIKAR,1,1,Lotus,1,0,67.0,1,2,772104,2041612,2827638,2719583
Rajasthan,SIKAR,0,3,Hand,1,0,61.0,1,4,474948,2041612,82542126,1450462
Rajasthan,SIKAR,0,8,"Hammer, Sickle and Star",1,0,63.0,1,2,31462,2041612,4444641,780500
Sikkim,SIKKIM,1,123,Table Lamp,1,0,30.0,1,2,166922,434128,478817,0
Sikkim,SIKKIM,0,124,Umbrella,1,0,42.0,1,8,154489,434128,2789212,436959
Sikkim,SIKKIM,0,1,Lotus,1,0,33.0,3,11,16572,434128,563879,0
Sikkim,SIKKIM,0,3,Hand,1,0,58.0,1,6,3990,434128,41650325,0
Assam,SILCHAR,1,1,Lotus,1,0,48.0,1,2,499414,1195720,29901767,6976701
Assam,SILCHAR,0,3,Hand,2,1,46.0,1,2,417818,1195720,106707145,19405127
Jharkhand,SINGHBHUM,1,3,Hand,2,1,35.0,3,2,431815,1269917,25249018,1928508
Jharkhand,SINGHBHUM,0,1,Lotus,1,3,57.0,3,1,359660,1269917,19516408,1265285
Jharkhand,SINGHBHUM,0,18,Helicopter,2,0,29.0,3,2,15224,1269917,125000,0
Jharkhand,SINGHBHUM,0,7,Coat,1,0,25.0,3,2,11298,1269917,52985,0
Jharkhand,SINGHBHUM,0,4,Elephant,1,1,31.0,3,1,9491,1269917,611726,0
Jharkhand,SINGHBHUM,0,18,Tractor Chalata Kisan,1,0,31.0,3,4,9154,1269917,2030615,36000
Haryana,SIRSA,1,1,Lotus,2,0,51.0,2,2,714351,1803349,42596349,2500000
Haryana,SIRSA,0,3,Hand,1,1,43.0,2,3,404433,1803349,64311703,7489962
Haryana,SIRSA,0,54,Chappals,1,0,37.0,2,1,95914,1803349,1805374,0
Haryana,SIRSA,0,16,Spectacles,1,0,49.0,2,6,88093,1803349,10601527,4446477
Haryana,SIRSA,0,4,Elephant,1,0,50.0,2,2,25107,1803349,18517000,1500000
Bihar,SITAMARHI,1,46,Arrow,1,6,58.0,1,4,567745,1752454,60717031,10277790
Bihar,SITAMARHI,0,30,Hurricane Lamp,1,2,47.0,1,3,317206,1752454,18988281,1511335
Bihar,SITAMARHI,0,18,Football Player,1,0,33.0,1,7,20487,1752454,8045411,0
Bihar,SITAMARHI,0,18,Helicopter,1,0,48.0,1,9,17724,1752454,539731,0
Bihar,SITAMARHI,0,18,Bead Necklace,1,0,55.0,1,4,17270,1752454,2277607,0
Bihar,SITAMARHI,0,18,Ganna Kisan,1,0,48.0,1,7,11056,1752454,5833784,122000
Uttar Pradesh,SITAPUR,1,1,Lotus,1,1,58.0,1,2,514528,1666126,73129716,108148
Uttar Pradesh,SITAPUR,0,4,Elephant,1,1,53.0,1,8,413695,1666126,34286356,0
Uttar Pradesh,SITAPUR,0,3,Hand,2,1,45.0,1,7,96018,1666126,12560808,4284514
Tamil Nadu,SIVAGANGA,1,3,Hand,1,8,47.0,1,8,566104,1552019,793729024,174081116
Tamil Nadu,SIVAGANGA,0,1,Lotus,1,3,61.0,1,8,233860,1552019,26223393,5910000
Tamil Nadu,SIVAGANGA,0,18,Gift Pack,1,0,43.0,1,12,122534,1552019,0,0
Tamil Nadu,SIVAGANGA,0,27,Ganna Kisan,2,0,27.0,1,2,72240,1552019,467200,42000
Tamil Nadu,SIVAGANGA,0,28,Battery Torch,1,0,46.0,1,1,22931,1552019,19662950,4500000
Tamil Nadu,SIVAGANGA,0,18,Mixee,1,1,59.0,1,6,11167,1552019,166000,0
Bihar,SIWAN,1,46,Arrow,2,4,33.0,1,2,448473,1799551,19325264,412511
Bihar,SIWAN,0,30,Hurricane Lamp,2,2,46.0,1,4,331515,1799551,139078374,1000000
Bihar,SIWAN,0,31,Flag with Three Stars,1,12,54.0,1,9,74644,1799551,8089901,0
Bihar,SIWAN,0,18,Chimney,1,0,43.0,1,12,36459,1799551,0,0
Bihar,SIWAN,0,18,Baby Walker,1,2,46.0,1,1,17353,1799551,1413078,219001
Bihar,SIWAN,0,18,Auto- Rickshaw,2,0,47.0,1,5,12928,1799551,5146000,0
Maharashtra,SOLAPUR,1,1,Lotus,1,0,63.0,2,4,524985,1851654,27870079,0
Maharashtra,SOLAPUR,0,3,Hand,1,0,77.0,2,8,366377,1851654,380358711,4750000
Maharashtra,SOLAPUR,0,6,Cup & Saucer,1,0,64.0,2,8,170007,1851654,58722916,0
Haryana,SONIPAT,1,1,Lotus,1,0,62.0,1,8,587664,1592611,235859266,0
Haryana,SONIPAT,0,3,Hand,1,6,72.0,1,8,422800,1592611,155261986,1440000
Haryana,SONIPAT,0,54,Chappals,1,1,28.0,1,1,51162,1592611,531839302,113658582
Haryana,SONIPAT,0,55,Auto- Rickshaw,2,0,44.0,1,2,35046,1592611,38202783,1495000
NCT OF Delhi,SOUTH DELHI,1,1,Lotus,1,2,57.0,1,8,687014,2067463,180052708,2038454
NCT OF Delhi,SOUTH DELHI,0,20,Broom,1,0,30.0,1,8,319971,2067463,1647954,0
NCT OF Delhi,SOUTH DELHI,0,3,Hand,1,0,33.0,1,4,164613,2067463,121525000,31967000
NCT OF Delhi,SOUTH DELHI,0,4,Elephant,1,0,52.0,2,2,14761,2067463,7797516,900000
Goa,SOUTH GOA,1,3,Hand,1,0,73.0,1,8,201561,579352,79402232,0
Goa,SOUTH GOA,0,1,Lotus,1,0,52.0,1,8,191806,579352,14526550,0
Goa,SOUTH GOA,0,20,Broom,1,1,56.0,1,8,20891,579352,9676888,0
West Bengal,SRERAMPUR,1,10,Flowers and Grass,1,0,62.0,1,8,637707,1785472,175968902,5522403
West Bengal,SRERAMPUR,0,1,Lotus,1,9,42.0,1,8,539171,1785472,3523068,0
West Bengal,SRERAMPUR,0,8,"Hammer, Sickle and Star",1,0,44.0,1,4,152281,1785472,289956,28000
West Bengal,SRERAMPUR,0,3,Hand,1,0,60.0,1,4,32509,1785472,21640220,0
Andhra Pradesh,SRIKAKULAM,1,14,Bicycle,1,1,32.0,1,2,534544,1553860,122791042,12000000
Andhra Pradesh,SRIKAKULAM,0,13,Ceiling Fan,1,13,52.0,1,2,527891,1553860,52821196,25848939
Andhra Pradesh,SRIKAKULAM,0,15,Glass Tumbler,1,0,53.0,1,2,31956,1553860,63385326,0
Andhra Pradesh,SRIKAKULAM,0,3,Hand,1,0,53.0,1,2,13745,1553860,12390000,3846000
Jammu & Kashmir,SRINAGAR,1,22,Plough,1,1,83.0,1,8,106750,1294671,121904435,0
Jammu & Kashmir,SRINAGAR,0,125,Ink Pot & Pen,1,0,58.0,1,1,36700,1294671,12050000,0
Jammu & Kashmir,SRINAGAR,0,24,Apple,1,0,41.0,1,4,28773,1294671,669198138,62371547
Jammu & Kashmir,SRINAGAR,0,1,Lotus,1,1,43.0,1,1,4631,1294671,45300000,3800000
Tamil Nadu,SRIPERUMBUDUR,1,25,Rising Sun,1,0,77.0,1,4,793281,2253448,208806446,0
Tamil Nadu,SRIPERUMBUDUR,0,26,Mango,1,0,49.0,1,2,285326,2253448,442074321,65575554
Tamil Nadu,SRIPERUMBUDUR,0,28,Battery Torch,1,1,46.0,1,4,135525,2253448,29485700,500000
Tamil Nadu,SRIPERUMBUDUR,0,27,Ganna Kisan,1,1,41.0,1,4,84979,2253448,14923845,0
Tamil Nadu,SRIPERUMBUDUR,0,18,Gift Pack,1,0,59.0,1,2,41497,2253448,160902964,50294342
Uttar Pradesh,SULTANPUR,1,1,Lotus,2,0,62.0,1,1,459196,1775196,556926451,11935800
Uttar Pradesh,SULTANPUR,0,4,Elephant,1,6,43.0,1,2,444670,1775196,106096052,0
Uttar Pradesh,SULTANPUR,0,3,Hand,1,0,67.0,1,3,41681,1775196,411199451,0
Uttar Pradesh,SULTANPUR,0,45,Key,2,5,42.0,1,1,11494,1775196,18251000,676000
Odisha,SUNDARGARH,1,1,Lotus,1,2,58.0,3,5,500056,1531525,74185014,12743330
Odisha,SUNDARGARH,0,37,Conch,2,0,39.0,3,4,276991,1531525,19117337,773540
Odisha,SUNDARGARH,0,3,Hand,1,41,60.0,3,1,268218,1531525,901058,0
Odisha,SUNDARGARH,0,18,Saw,2,3,48.0,3,6,14790,1531525,6400,0
Bihar,SUPAUL,1,46,Arrow,1,2,73.0,1,4,597377,1690620,23441606,0
Bihar,SUPAUL,0,3,Hand,2,5,46.0,1,1,330524,1690620,119543561,17695194
Bihar,SUPAUL,0,18,Walking Stick,1,3,52.0,1,8,23045,1690620,7370423,50000
Bihar,SUPAUL,0,18,Ganna Kisan,1,0,26.0,1,8,20320,1690620,680000,0
Bihar,SUPAUL,0,18,Gas Cylinder,1,0,50.0,1,4,19277,1690620,7525000,0
Bihar,SUPAUL,0,18,Truck,1,1,32.0,1,4,15392,1690620,6850000,0
Bihar,SUPAUL,0,126,Scissors,1,0,27.0,3,1,13693,1690620,2066100,0
Bihar,SUPAUL,0,18,Mike,1,0,41.0,1,4,11534,1690620,60808000,0
Gujarat,SURAT,1,1,Lotus,2,0,58.0,1,4,795651,1655704,23872876,0
Gujarat,SURAT,0,3,Hand,1,0,45.0,1,7,247421,1655704,19012482,3125964
Gujarat,SURENDRANAGAR,1,1,Lotus,1,0,50.0,1,2,631844,1849429,79084513,14822528
Gujarat,SURENDRANAGAR,0,3,Hand,1,0,79.0,1,11,354407,1849429,66558302,0
Gujarat,SURENDRANAGAR,0,4,Elephant,1,0,35.0,2,8,12860,1849429,4536170,1131656
Gujarat,SURENDRANAGAR,0,18,Cup & Saucer,1,0,36.0,1,11,11103,1849429,135000,0
West Bengal,TAMLUK,1,10,Flowers and Grass,1,1,42.0,1,4,724433,1694646,37687867,8397501
West Bengal,TAMLUK,0,1,Lotus,1,1,50.0,2,7,534268,1694646,1903590,0
West Bengal,TAMLUK,0,8,"Hammer, Sickle and Star",1,4,31.0,1,4,136129,1694646,412438,0
West Bengal,TAMLUK,0,3,Hand,1,5,73.0,2,3,16001,1694646,2045953,0
Uttarakhand,TEHRI GARHWAL,1,1,Lotus,2,0,68.0,1,1,565333,1493543,1846640100,1350000000
Uttarakhand,TEHRI GARHWAL,0,3,Hand,1,1,60.0,3,8,264747,1493543,94252961,9278744
Uttarakhand,TEHRI GARHWAL,0,18,Man Blowing Turha,1,0,59.0,1,2,10686,1493543,18029611,0
Tamil Nadu,TENKASI,1,25,Rising Sun,1,1,44.0,2,2,476156,1492317,51360700,2896862
Tamil Nadu,TENKASI,0,29,Two Leaves,1,9,66.0,2,2,355389,1492317,259584771,16220826
Tamil Nadu,TENKASI,0,18,Gift Pack,2,0,32.0,2,2,92116,1492317,4743888,484000
Tamil Nadu,TENKASI,0,27,Ganna Kisan,1,3,32.0,2,1,59445,1492317,42385,0
Tamil Nadu,TENKASI,0,28,Battery Torch,1,0,44.0,2,7,24023,1492317,1096500,0
Assam,TEZPUR,1,1,Lotus,1,0,41.0,1,4,684166,1499639,14445139,0
Assam,TEZPUR,0,3,Hand,1,0,60.0,1,2,441325,1499639,82846198,0
Assam,TEZPUR,0,18,Cup & Saucer,1,0,68.0,1,4,23646,1499639,4136542,100000
Maharashtra,THANE,1,19,Bow and Arrow,1,9,57.0,1,1,740969,2370903,181441465,54080733
Maharashtra,THANE,0,5,Clock,1,11,46.0,1,2,328824,2370903,117277230,52183748
Maharashtra,THANE,0,6,Cup & Saucer,1,0,47.0,1,9,47432,2370903,47000,13097861
Tamil Nadu,THANJAVUR,1,25,Rising Sun,1,0,68.0,1,8,588978,1461052,42452076,2368600
Tamil Nadu,THANJAVUR,0,127,Auto- Rickshaw,1,0,52.0,1,8,220849,1461052,152293009,30542133
Tamil Nadu,THANJAVUR,0,18,Gift Pack,1,3,62.0,1,2,102871,1461052,649749591,363510252
Tamil Nadu,THANJAVUR,0,27,Ganna Kisan,1,0,44.0,1,1,57924,1461052,4857567,37000
Tamil Nadu,THANJAVUR,0,18,Jackfruit,1,0,63.0,1,2,28274,1461052,8874369,776000
Tamil Nadu,THANJAVUR,0,28,Battery Torch,1,0,53.0,1,2,23477,1461052,9400851,1375452
Tamil Nadu,THENI,1,29,Two Leaves,1,0,39.0,1,2,504813,1561040,65803231,32734079
Tamil Nadu,THENI,0,3,Hand,1,10,70.0,1,4,428120,1561040,236241267,7450651
Tamil Nadu,THENI,0,18,Gift Pack,1,0,58.0,1,12,144050,1561040,0,0
Tamil Nadu,THENI,0,27,Ganna Kisan,1,0,59.0,1,4,27864,1561040,18957000,0
Tamil Nadu,THENI,0,28,Battery Torch,1,1,51.0,1,2,16879,1561040,4730000,1375000
Tamil Nadu,THIRUVALLUR,1,3,Hand,1,0,69.0,2,3,767292,1946870,24583769,0
Tamil Nadu,THIRUVALLUR,0,29,Two Leaves,1,0,66.0,2,8,410337,1946870,22771385,1249867
Tamil Nadu,THIRUVALLUR,0,28,Battery Torch,1,0,35.0,2,2,73731,1946870,19730000,0
Tamil Nadu,THIRUVALLUR,0,27,Ganna Kisan,2,0,42.0,2,8,65416,1946870,310000,0
Tamil Nadu,THIRUVALLUR,0,18,Gift Pack,1,0,43.0,2,8,33944,1946870,74387951,11197323
Tamil Nadu,THIRUVALLUR,0,4,Elephant,1,0,48.0,2,1,15187,1946870,5200000,0
Kerala,THIRUVANANTHAPURAM,1,3,Hand,1,2,63.0,1,3,416131,1371427,350022585,0
Kerala,THIRUVANANTHAPURAM,0,1,Lotus,1,2,66.0,1,4,316142,1371427,1105732,0
Kerala,THIRUVANANTHAPURAM,0,8,Ears of Corn And Sickle,1,1,76.0,1,4,258556,1371427,9006945,1318000
Tamil Nadu,THOOTHUKKUDI,1,25,Rising Sun,2,6,51.0,1,8,563143,1427783,303373130,19290928
Tamil Nadu,THOOTHUKKUDI,0,1,Lotus,2,0,57.0,1,8,215934,1427783,109907600,10987000
Tamil Nadu,THOOTHUKKUDI,0,18,Gift Pack,1,1,52.0,1,3,76866,1427783,78031419,4074230
Tamil Nadu,THOOTHUKKUDI,0,27,Ganna Kisan,1,1,55.0,1,1,49222,1427783,32936394,5000000
Tamil Nadu,THOOTHUKKUDI,0,28,Battery Torch,1,0,59.0,1,2,25702,1427783,17886890,0
Kerala,THRISSUR,1,3,Hand,1,7,58.0,1,1,415089,1337110,8609349,2978120
