STATE,CONSTITUENCY,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,TOTAL VOTES,TOTAL ELECTORS,ASSETS,LIABILITIES
Madhya Pradesh,HOSHANGABAD,0,4,Elephant,1,0,68.0,2,2,15364,1706141,18320269,300000
Punjab,HOSHIARPUR,1,1,Lotus,1,0,70.0,2,2,421320,1597500,29404519,0
Punjab,HOSHIARPUR,0,3,Hand,1,0,49.0,2,2,372790,1597500,146589292,63299925
Punjab,HOSHIARPUR,0,4,Elephant,1,0,68.0,2,8,128564,1597500,20242482,530702
Punjab,HOSHIARPUR,0,20,Broom,1,1,42.0,2,8,44914,1597500,32729653,6160003
West Bengal,HOWRAH,1,10,Flowers and Grass,1,1,64.0,1,4,576711,1633925,13216066,0
West Bengal,HOWRAH,0,1,Lotus,1,0,60.0,1,2,473016,1633925,5604890,0
West Bengal,HOWRAH,0,8,"Hammer, Sickle and Star",1,0,44.0,1,8,105547,1633925,1945900,0
West Bengal,HOWRAH,0,3,Hand,2,0,61.0,1,4,32107,1633925,4706143,0
Telangana,HYDERABAD,1,38,Kite,1,5,49.0,1,8,517471,1957931,179044376,120500000
Telangana,HYDERABAD,0,1,Lotus,1,3,67.0,1,8,235285,1957931,8626993,4839
Telangana,HYDERABAD,0,2,Car,1,0,46.0,1,8,63239,1957931,30700000,10400000
Telangana,HYDERABAD,0,3,Hand,1,0,46.0,1,1,49944,1957931,7470000,0
Kerala,IDUKKI,1,3,Hand,1,204,37.0,1,2,498493,1204191,13395011,10000000
Kerala,IDUKKI,0,18,Battery Torch,1,9,49.0,1,2,327440,1204191,16306010,3169941
Kerala,IDUKKI,0,9,Pot,1,0,49.0,1,4,78648,1204191,16347063,1789000
Madhya Pradesh,INDORE,1,1,Lotus,1,2,57.0,1,8,1068569,2350580,59038508,2106382
Madhya Pradesh,INDORE,0,3,Hand,1,4,58.0,1,4,520815,2350580,251892330,51105911
Manipur,INNER MANIPUR,1,1,Lotus,1,0,67.0,1,3,263632,937464,19616174,0
Manipur,INNER MANIPUR,0,3,Hand,1,1,59.0,1,2,245877,937464,17867003,1401257
Manipur,INNER MANIPUR,0,8,Ears of Corn And Sickle,1,0,69.0,1,8,133813,937464,3558822,5589692
Manipur,INNER MANIPUR,0,18,SHIP,1,0,40.0,1,6,81634,937464,3002505,630405
Manipur,INNER MANIPUR,0,76,Walking Stick,1,0,59.0,1,8,25010,937464,5266941,2963600
Madhya Pradesh,JABALPUR,1,1,Lotus,1,1,56.0,1,4,826454,1819893,43134351,1387000
Madhya Pradesh,JABALPUR,0,3,Hand,1,0,63.0,1,8,371710,1819893,669118888,11015354
Madhya Pradesh,JABALPUR,0,4,Elephant,1,0,78.0,2,2,12873,1819893,520000,0
West Bengal,JADAVPUR,1,10,Flowers and Grass,2,0,30.0,1,4,688472,1816857,24398786,1900788
West Bengal,JADAVPUR,0,1,Lotus,1,0,37.0,1,3,393233,1816857,13431986,0
West Bengal,JADAVPUR,0,8,"Hammer, Sickle and Star",1,0,68.0,1,8,302264,1816857,120034163,24358926
Odisha,JAGATSINGHPUR,1,37,Conch,2,0,54.0,2,8,619985,1643595,40023972,1433305
Odisha,JAGATSINGHPUR,0,1,Lotus,1,0,55.0,2,2,348330,1643595,5405384,550000
Odisha,JAGATSINGHPUR,0,3,Hand,2,0,56.0,2,2,239684,1643595,2889737,275000
Bihar,JAHANABAD,1,46,Arrow,1,3,68.0,1,6,335584,1588454,139271693,0
Bihar,JAHANABAD,0,30,Hurricane Lamp,1,8,60.0,1,2,333833,1588454,87352346,3063057
Bihar,JAHANABAD,0,77,Truck,1,3,60.0,1,3,34558,1588454,69473960,1115692
Bihar,JAHANABAD,0,31,Flag with Three Stars,2,5,54.0,1,9,26325,1588454,415800,0
Bihar,JAHANABAD,0,4,Elephant,1,3,38.0,1,1,19211,1588454,36929975,698096
Bihar,JAHANABAD,0,41,Table,1,0,38.0,1,4,9444,1588454,2553613,0
Bihar,JAHANABAD,0,78,Scissors,1,1,68.0,1,3,9109,1588454,912002858,1292562
Rajasthan,JAIPUR,1,1,Lotus,1,0,61.0,1,1,924065,2127021,165322707,22000000
Rajasthan,JAIPUR,0,3,Hand,2,0,44.0,1,3,493439,2127021,7959622,2150000
Rajasthan,JAIPUR RURAL,1,1,Lotus,1,0,49.0,1,4,820132,1952542,127808070,0
Rajasthan,JAIPUR RURAL,0,3,Hand,2,0,41.0,1,4,426961,1952542,35999524,4327330
Odisha,JAJPUR,1,37,Conch,2,0,45.0,2,2,544020,1475007,15837082,0
Odisha,JAJPUR,0,1,Lotus,1,1,61.0,2,6,442327,1475007,24585630,1246347
Odisha,JAJPUR,0,3,Hand,1,0,50.0,2,2,83321,1475007,13861925,2760000
Punjab,JALANDHAR,1,3,Hand,1,0,72.0,2,8,385712,1617018,99925185,2534363
Punjab,JALANDHAR,0,21,Scales,1,0,82.0,2,8,366221,1617018,38633246,2297303
Punjab,JALANDHAR,0,4,Elephant,1,0,40.0,2,2,204783,1617018,1048289,32500
Punjab,JALANDHAR,0,20,Broom,1,0,69.0,2,8,25467,1617018,54583193,969208
Uttar Pradesh,JALAUN,1,1,Lotus,1,1,60.0,2,2,581763,1933358,10699516,12265
Uttar Pradesh,JALAUN,0,4,Elephant,1,0,46.0,2,1,423386,1933358,19137271,661326
Uttar Pradesh,JALAUN,0,3,Hand,1,0,56.0,2,2,89606,1933358,35424896,4343988
Uttar Pradesh,JALAUN,0,79,Glass Tumbler,1,0,55.0,2,1,13894,1933358,33942093,1500000
Maharashtra,JALGAON,1,1,Lotus,1,1,40.0,1,8,713874,1931400,12324604,2529954
Maharashtra,JALGAON,0,5,Clock,1,2,63.0,1,6,302257,1931400,50652517,8552661
Maharashtra,JALGAON,0,6,Cup & Saucer,2,0,50.0,1,4,37366,1931400,20388746,3665000
Maharashtra,JALNA,0,1,Lotus,1,2,65.0,1,4,698019,1867220,229557992,2400000
Maharashtra,JALNA,0,3,Hand,1,3,50.0,1,1,365204,1867220,278237603,15678811
Maharashtra,JALNA,0,6,Whistle,1,2,65.0,1,2,77158,1867220,23282500,0
Rajasthan,JALORE,1,1,Lotus,1,0,42.0,1,6,772833,2071244,88332292,60936530
Rajasthan,JALORE,0,3,Hand,1,0,44.0,1,1,511723,2071244,23361271,4544357
West Bengal,JALPAIGURI,1,1,Lotus,1,0,51.0,2,8,760145,1735464,11625047,1352581
West Bengal,JALPAIGURI,0,10,Flowers and Grass,1,0,62.0,2,2,576141,1735464,14612159,0
West Bengal,JALPAIGURI,0,8,"Hammer, Sickle and Star",1,0,62.0,2,2,76166,1735464,30818307,0
West Bengal,JALPAIGURI,0,3,Hand,1,0,61.0,2,1,28562,1735464,7011294,300000
Jammu & Kashmir,JAMMU,1,1,Lotus,1,0,56.0,1,6,858066,2047302,56481801,350040219
Jammu & Kashmir,JAMMU,0,3,Hand,1,0,56.0,1,8,555191,2047302,59272009,6805874
Gujarat,JAMNAGAR,1,1,Lotus,2,0,44.0,1,4,591588,1657166,427331034,98632194
Gujarat,JAMNAGAR,0,3,Hand,1,1,60.0,1,4,354784,1657166,290828040,43838249
Jharkhand,JAMSHEDPUR,1,1,Lotus,1,3,56.0,1,1,679632,1703279,27750671,2961830
Jharkhand,JAMSHEDPUR,0,62,Bow & Arrow,1,1,62.0,3,6,377542,1703279,22822491,7650059
Bihar,JAMUI (SC),1,73,Bungalow,1,1,37.0,2,8,529134,1718814,18466066,0
Bihar,JAMUI (SC),0,80,Ceiling Fan,1,3,56.0,2,4,288085,1718814,17723000,1500000
Bihar,JAMUI (SC),0,4,Elephant,1,0,40.0,2,12,31611,1718814,0,0
Bihar,JAMUI (SC),0,18,Bat,1,0,51.0,2,4,16719,1718814,1770000,0
Bihar,JAMUI (SC),0,18,Cup & Saucer,1,0,60.0,2,4,14628,1718814,21537694,555000
Bihar,JAMUI (SC),0,36,Cot,2,0,32.0,2,4,10625,1718814,8810000,0
West Bengal,JANGIPUR,1,10,Flowers and Grass,1,0,58.0,1,4,562838,1616213,368306705,2248968
West Bengal,JANGIPUR,0,1,Lotus,2,2,48.0,1,4,317056,1616213,2408235,0
West Bengal,JANGIPUR,0,3,Hand,1,0,59.0,1,8,255836,1616213,143350474,30421037
West Bengal,JANGIPUR,0,8,"Hammer, Sickle and Star",1,0,53.0,1,2,95501,1616213,8664555,1300000
West Bengal,JANGIPUR,0,81,Battery Torch,1,0,65.0,1,3,21302,1616213,9770000,0
Chhattisgarh,JANJGIR-CHAMPA,1,1,Lotus,1,0,52.0,2,8,572790,1897134,18400837,0
Chhattisgarh,JANJGIR-CHAMPA,0,3,Hand,1,0,42.0,2,4,489535,1897134,15316449,744582
Chhattisgarh,JANJGIR-CHAMPA,0,4,Elephant,1,0,60.0,2,2,131387,1897134,18596521,1970757
Uttar Pradesh,JAUNPUR,1,4,Elephant,1,0,65.0,1,2,521128,1867976,140717620,3577000
Uttar Pradesh,JAUNPUR,0,1,Lotus,1,0,42.0,1,3,440192,1867976,113972361,1751674
Uttar Pradesh,JAUNPUR,0,3,Hand,1,0,48.0,1,8,27185,1867976,510960626,12512381
West Bengal,JAYNAGAR,1,10,Flowers and Grass,2,0,53.0,2,2,761202,1648355,27471675,0
West Bengal,JAYNAGAR,0,1,Lotus,1,0,43.0,2,8,444427,1648355,28492070,2081000
West Bengal,JAYNAGAR,0,11,Spade & Stoker,1,0,67.0,2,4,67913,1648355,4045301,0
West Bengal,JAYNAGAR,0,82,Battery torch,1,2,64.0,2,7,38261,1648355,155500,0
West Bengal,JAYNAGAR,0,3,Hand,1,0,50.0,2,2,18758,1648355,3662000,60000
Rajasthan,JHALAWAR-BARAN,1,1,Lotus,1,0,48.0,1,2,887400,1903870,370432373,85824156
Rajasthan,JHALAWAR-BARAN,0,3,Hand,1,4,48.0,1,8,433472,1903870,15574521,1994024
Bihar,JHANJHARPUR,1,46,Arrow,1,1,63.0,1,6,602391,1852417,88119686,1000000
Bihar,JHANJHARPUR,0,30,Hurricane Lamp,1,2,51.0,1,9,279440,1852417,96821512,16777175
Bihar,JHANJHARPUR,0,18,Gas Cylinder,1,0,29.0,1,8,29506,1852417,5582385,940000
Bihar,JHANJHARPUR,0,83,Ganna Kisan,1,0,65.0,1,4,25630,1852417,11423806,0
Bihar,JHANJHARPUR,0,18,Helicopter,1,3,45.0,1,2,21988,1852417,3143831,0
Bihar,JHANJHARPUR,0,18,Auto- Rickshaw,1,2,53.0,1,6,21632,1852417,45305838,350000
Uttar Pradesh,JHANSI,1,1,Lotus,1,0,54.0,1,2,809272,2040739,1243060113,14212970
Uttar Pradesh,JHANSI,0,12,Bicycle,1,4,59.0,1,4,443589,2040739,272086643,0
Uttar Pradesh,JHANSI,0,3,Hand,1,1,47.0,1,2,86139,2040739,45715000,2025000
West Bengal,JHARGRAM,1,1,Lotus,1,0,56.0,3,8,626583,1641868,10387498,565000
West Bengal,JHARGRAM,0,10,Flowers and Grass,2,1,48.0,3,2,614816,1641868,6702555,0
West Bengal,JHARGRAM,0,8,"Hammer, Sickle and Star",2,1,48.0,3,6,75680,1641868,1751916,44439
West Bengal,JHARGRAM,0,3,Hand,1,1,54.0,3,7,20754,1641868,229925,0
Rajasthan,JHUNJHUNU,1,1,Lotus,1,1,58.0,1,4,738163,1937882,47474109,3278401
Rajasthan,JHUNJHUNU,0,3,Hand,1,0,64.0,1,6,435616,1937882,7885036,0
Rajasthan,JODHPUR,1,1,Lotus,1,1,51.0,1,2,788888,1956755,138029511,58573744
Rajasthan,JODHPUR,0,3,Hand,1,1,38.0,1,8,514448,1956755,18606242,0
Assam,JORHAT,1,1,Lotus,1,0,50.0,1,2,543288,1365035,12597461,455398
Assam,JORHAT,0,3,Hand,1,0,44.0,1,4,460635,1365035,21516244,0
Assam,JORHAT,0,8,Ears of Corn And Sickle,1,0,42.0,1,2,17849,1365035,23894,0
Gujarat,JUNAGADH,1,1,Lotus,1,1,36.0,1,1,547744,1642864,10866041,1481768
Gujarat,JUNAGADH,0,3,Hand,1,0,55.0,1,4,397533,1642864,24571504,2788342
Gujarat,JUNAGADH,0,4,Elephant,1,0,48.0,2,1,25691,1642864,503683,0
Gujarat,KACHCHH,1,1,Lotus,1,0,40.0,2,2,637034,1744321,33508455,12458607
Gujarat,KACHCHH,0,3,Hand,1,0,52.0,2,4,331521,1744321,3813627,144294
Andhra Pradesh,KADAPA,1,13,Ceiling Fan,1,4,34.0,1,2,783499,1570330,186969794,22833319
Andhra Pradesh,KADAPA,0,14,Bicycle,1,0,61.0,1,2,402773,1570330,30742398,961319
Uttar Pradesh,KAIRANA,1,1,Lotus,1,5,48.0,1,2,566961,1666703,17292937,1300000
Uttar Pradesh,KAIRANA,0,12,Bicycle,2,0,48.0,1,6,474801,1666703,21404646,1193748
Uttar Pradesh,KAIRANA,0,3,Hand,1,0,64.0,1,4,69355,1666703,57266147,5082884
Uttar Pradesh,KAISERGANJ,1,1,Lotus,1,4,62.0,1,8,581358,1805946,98905402,61524736
Uttar Pradesh,KAISERGANJ,0,4,Elephant,1,3,66.0,1,2,319757,1805946,17297000,2000000
Uttar Pradesh,KAISERGANJ,0,3,Hand,1,0,54.0,1,12,37132,1805946,0,0
Andhra Pradesh,KAKINADA,1,13,Ceiling Fan,2,0,55.0,1,2,537630,1563930,202528594,34416887
Andhra Pradesh,KAKINADA,0,14,Bicycle,1,0,49.0,1,2,511892,1563930,253266524,18310000
Andhra Pradesh,KAKINADA,0,15,Glass Tumbler,1,0,62.0,1,1,132648,1563930,173451539,1150000
Odisha,KALAHANDI,1,1,Lotus,1,3,58.0,1,1,433074,1611056,9547000,0
Odisha,KALAHANDI,0,37,Conch,1,0,52.0,1,6,406260,1611056,25884601,456763
Odisha,KALAHANDI,0,3,Hand,1,3,60.0,2,8,319202,1611056,16154671,8044387
Odisha,KALAHANDI,0,36,Cot,2,0,43.0,1,6,15864,1611056,539221,198800
Odisha,KALAHANDI,0,7,Coat,1,0,42.0,2,8,12409,1611056,2315608,104000
Assam,KALIABOR,1,3,Hand,1,0,36.0,1,2,786092,1734938,13727834,1250000
Assam,KALIABOR,0,49,Elephant,1,0,41.0,1,2,576098,1734938,2750757,0
Assam,KALIABOR,0,18,Cauliflower,1,1,57.0,1,7,18344,1734938,90303570,1100000
Tamil Nadu,KALLAKURICHI,1,25,Rising Sun,1,1,44.0,1,2,721713,1528938,471186830,81131909
Tamil Nadu,KALLAKURICHI,0,59,Nagara,1,5,51.0,1,4,321794,1528938,601747124,175246855
Tamil Nadu,KALLAKURICHI,0,18,Gift Pack,1,0,69.0,1,8,50179,1528938,10487161,400000
Tamil Nadu,KALLAKURICHI,0,27,Ganna Kisan,1,0,40.0,1,12,30246,1528938,0,0
Tamil Nadu,KALLAKURICHI,0,28,Battery Torch,1,0,40.0,1,1,14587,1528938,4607825,0
Maharashtra,KALYAN,1,19,Bow and Arrow,1,1,32.0,1,2,559723,1965676,19616515,1241233
Maharashtra,KALYAN,0,5,Clock,1,1,52.0,1,6,215380,1965676,421863127,3587200
Maharashtra,KALYAN,0,6,Cup & Saucer,1,3,54.0,1,1,65572,1965676,260000,814407
Maharashtra,KALYAN,0,4,Elephant,1,1,35.0,1,6,9627,1965676,8999137,905000
Tamil Nadu,KANCHEEPURAM,1,25,Rising Sun,1,0,44.0,2,2,684004,1643992,48172936,0
Tamil Nadu,KANCHEEPURAM,0,29,Two Leaves,2,0,36.0,2,2,397372,1643992,19631546,6500000
Tamil Nadu,KANCHEEPURAM,0,27,Ganna Kisan,2,0,26.0,2,2,62771,1643992,15014,0
Tamil Nadu,KANCHEEPURAM,0,18,Gift Pack,1,0,51.0,2,2,55213,1643992,21615246,0
Odisha,KANDHAMAL,1,37,Conch,1,0,55.0,1,3,461679,1288666,1244722,0
Odisha,KANDHAMAL,0,1,Lotus,1,0,66.0,1,2,312463,1288666,9415000,1050000
Odisha,KANDHAMAL,0,3,Hand,1,0,37.0,1,4,138993,1288666,5330945,0
Himachal Pradesh,KANGRA,1,1,Lotus,1,2,67.0,3,1,725218,1427338,85841247,3605161
Himachal Pradesh,KANGRA,0,3,Hand,1,0,45.0,1,6,247595,1427338,79478472,6642582
Chhattisgarh,KANKER,1,1,Lotus,1,0,61.0,3,2,546233,1558952,28675553,679000
Chhattisgarh,KANKER,0,3,Hand,1,0,52.0,3,2,539319,1558952,6666614,0
Uttar Pradesh,KANNAUJ,1,1,Lotus,1,11,39.0,1,4,563087,1874824,54287991,28993930
Uttar Pradesh,KANNAUJ,0,12,Bicycle,2,0,41.0,1,4,550734,1874824,377859166,2853000
Tamil Nadu,KANNIYAKUMARI,1,3,Hand,1,0,68.0,1,2,627235,1501250,4174930444,1547511439
Tamil Nadu,KANNIYAKUMARI,0,1,Lotus,1,0,67.0,1,8,367302,1501250,74996453,0
Tamil Nadu,KANNIYAKUMARI,0,27,Ganna Kisan,1,0,41.0,1,8,17069,1501250,6208507,9000000
Tamil Nadu,KANNIYAKUMARI,0,18,Gift Pack,1,0,55.0,1,2,12345,1501250,113416099,12551484
Kerala,KANNUR,1,3,Hand,1,3,70.0,1,2,529741,1266550,29699206,7468633
Kerala,KANNUR,0,8,"Hammer, Sickle and Star",2,10,69.0,1,1,435182,1266550,24590760,0
Kerala,KANNUR,0,1,Lotus,1,0,70.0,1,6,68509,1266550,3290900,0
Uttar Pradesh,KANPUR,1,1,Lotus,1,0,71.0,1,2,468937,1632983,132382819,31052190
Uttar Pradesh,KANPUR,0,3,Hand,1,0,74.0,1,1,313003,1632983,78641628,0
Uttar Pradesh,KANPUR,0,12,Bicycle,1,1,61.0,1,2,48275,1632983,198048000,610000
West Bengal,KANTHI,1,10,Flowers and Grass,1,3,77.0,1,1,711872,1660147,33979650,0
West Bengal,KANTHI,0,1,Lotus,1,0,46.0,1,2,600204,1660147,19292281,6000000
West Bengal,KANTHI,0,8,"Hammer, Sickle and Star",1,3,38.0,1,2,76185,1660147,888311,0
West Bengal,KANTHI,0,3,Hand,1,0,65.0,1,2,16851,1660147,9444884,232960
Bihar,KARAKAT,1,46,Arrow,1,3,64.0,1,7,398408,1771254,43442051,3000000
Bihar,KARAKAT,0,80,Ceiling Fan,1,5,56.0,1,2,313866,1771254,31034113,1358960
Bihar,KARAKAT,0,31,Flag with Three Stars,1,3,63.0,1,4,24932,1771254,13381190,1480000
Bihar,KARAKAT,0,4,Elephant,1,0,45.0,1,1,21715,1771254,7420911,70000
Bihar,KARAKAT,0,84,Gramophone,1,0,48.0,1,2,12431,1771254,621955,299896
Bihar,KARAKAT,0,77,Truck,2,0,43.0,1,1,8851,1771254,3945000,50000
Rajasthan,KARAULI-DHOLPUR,1,1,Lotus,1,0,49.0,2,2,526443,1810574,64867148,22121569
Rajasthan,KARAULI-DHOLPUR,0,3,Hand,1,0,31.0,2,8,428761,1810574,5376898,0
Rajasthan,KARAULI-DHOLPUR,0,4,Elephant,1,0,44.0,2,4,25718,1810574,3502000,2000000
Assam,KARIMGANJ,1,1,Lotus,1,0,46.0,2,4,473046,1340173,1871040,0
Assam,KARIMGANJ,0,50,Lock and Key,1,0,66.0,2,1,434657,1340173,12170204,0
Assam,KARIMGANJ,0,3,Hand,1,1,37.0,2,4,120452,1340173,9106386,4782191
Telangana,KARIMNAGAR,1,1,Lotus,1,6,47.0,1,2,498276,1651543,2270000,1341800
Telangana,KARIMNAGAR,0,2,Car,1,0,59.0,1,8,408768,1651543,121487098,3045917
Telangana,KARIMNAGAR,0,3,Hand,1,3,52.0,1,2,179258,1651543,9478606,0
Telangana,KARIMNAGAR,0,18,Matchbox,1,1,38.0,1,2,11637,1651543,5567500,950000
Haryana,KARNAL,1,1,Lotus,1,0,51.0,1,4,911594,1904193,2256739,500000
Haryana,KARNAL,0,3,Hand,1,0,62.0,1,8,255452,1904193,113355363,1011148
Haryana,KARNAL,0,4,Elephant,1,0,31.0,1,6,67183,1904193,3462000,0
Haryana,KARNAL,0,20,Broom,1,0,41.0,1,8,22084,1904193,47169776,4504699
Haryana,KARNAL,0,16,Spectacles,1,0,56.0,1,1,15797,1904193,124524443,5255000
Tamil Nadu,KARUR,1,3,Hand,2,0,43.0,1,2,695697,1387286,6046055,379000
Tamil Nadu,KARUR,0,29,Two Leaves,1,2,73.0,1,3,275151,1387286,255283854,83215997
Tamil Nadu,KARUR,0,27,Ganna Kisan,1,0,53.0,1,2,38543,1387286,54164676,8906407
Tamil Nadu,KARUR,0,18,Gift Pack,1,0,52.0,1,8,31139,1387286,48731533,4769030
Tamil Nadu,KARUR,0,28,Battery Torch,1,0,42.0,1,8,15967,1387286,6671252,3061250
Kerala,KASARAGOD,1,3,Hand,1,1,65.0,1,4,474961,1363937,21570257,862257
Kerala,KASARAGOD,0,8,"Hammer, Sickle and Star",1,4,61.0,1,4,434523,1363937,6481669,1015342
Kerala,KASARAGOD,0,1,Lotus,1,1,52.0,1,6,176049,1363937,6843278,1901899
Bihar,KATIHAR,1,46,Arrow,1,1,51.0,1,4,559423,1653353,13302734,3130766
Bihar,KATIHAR,0,3,Hand,1,1,68.0,1,4,502220,1653353,119291973,582950
Uttar Pradesh,KAUSHAMBI,1,1,Lotus,1,4,49.0,2,4,383009,1787120,59336113,20730086
Uttar Pradesh,KAUSHAMBI,0,12,Bicycle,1,2,57.0,2,4,344287,1787120,110999555,20623099
Uttar Pradesh,KAUSHAMBI,0,85,Football Player,1,3,61.0,2,4,156406,1787120,38557366,3268327
Uttar Pradesh,KAUSHAMBI,0,18,Football,1,0,44.0,2,12,26967,1787120,0,0
Uttar Pradesh,KAUSHAMBI,0,3,Hand,1,4,52.0,2,1,16442,1787120,48145467,22510000
Odisha,KENDRAPARA,1,37,Conch,1,0,37.0,1,4,630179,1710916,22309172,4133506
Odisha,KENDRAPARA,0,1,Lotus,1,5,55.0,1,8,476598,1710916,574415842,600000
Odisha,KENDRAPARA,0,3,Hand,1,0,65.0,1,2,114089,1710916,40821148,3135045
Odisha,KEONJHAR,0,37,Conch,2,0,25.0,3,8,526359,1516688,340580,0
Odisha,KEONJHAR,0,1,Lotus,1,1,49.0,3,1,460156,1516688,5512006,533728
Odisha,KEONJHAR,0,3,Hand,1,0,43.0,3,2,128716,1516688,7233000,744762
Punjab,KHADOOR SAHIB,1,3,Hand,1,0,48.0,1,5,459710,1638842,81393500,4655000
Punjab,KHADOOR SAHIB,0,21,Scales,2,1,65.0,1,8,319137,1638842,139193710,5098845
Punjab,KHADOOR SAHIB,0,52,Key,2,0,65.0,1,2,214489,1638842,11310000,0
Punjab,KHADOOR SAHIB,0,20,Broom,1,2,33.0,1,1,13656,1638842,4411000,0
Bihar,KHAGARIA,1,73,Bungalow,1,1,52.0,1,4,510193,1676454,109788313,0
Bihar,KHAGARIA,0,86,Boat with Man and Sail,1,4,40.0,1,7,261623,1676454,119699803,16547563
Bihar,KHAGARIA,0,18,Auto- Rickshaw,1,0,31.0,1,4,51847,1676454,321000,0
Bihar,KHAGARIA,0,18,Air Conditioner,1,0,27.0,1,6,20449,1676454,603000,0
Bihar,KHAGARIA,0,36,Cot,1,0,35.0,2,1,16692,1676454,566260,50000
Bihar,KHAGARIA,0,18,Gas Cylinder,1,4,44.0,1,4,16097,1676454,7051000,0
Bihar,KHAGARIA,0,87,CHAPATI ROLLER,1,0,38.0,1,7,10747,1676454,1519500,0
Madhya Pradesh,KHAJURAHO,1,1,Lotus,1,0,49.0,1,2,811135,1842095,10589334,2507176
Madhya Pradesh,KHAJURAHO,0,3,Hand,2,0,39.0,1,4,318753,1842095,73695721,2160104
Madhya Pradesh,KHAJURAHO,0,12,Bicycle,1,8,39.0,1,1,40077,1842095,39687180,4212532
Telangana,KHAMMAM,1,2,Car,1,5,62.0,1,1,567459,1513809,1074671341,80721594
Telangana,KHAMMAM,0,3,Hand,2,1,64.0,1,2,399397,1513809,1131285724,116191184
Telangana,KHAMMAM,0,8,"Hammer, Sickle and Star",1,0,54.0,2,4,57102,1513809,9611087,3185000
Telangana,KHAMMAM,0,1,Lotus,1,0,47.0,1,5,20488,1513809,26300049,4686270
Telangana,KHAMMAM,0,15,Glass Tumbler,1,0,46.0,1,2,19315,1513809,2201365,590000
Telangana,KHAMMAM,0,18,Cup & Saucer,1,0,61.0,1,11,11520,1513809,3968500,45000
Madhya Pradesh,KHANDWA,1,1,Lotus,1,0,66.0,1,2,838909,1909055,19076515,4819099
Madhya Pradesh,KHANDWA,0,3,Hand,1,0,45.0,1,4,565566,1909055,389536712,196853975
Madhya Pradesh,KHANDWA,0,4,Elephant,1,0,60.0,3,6,14888,1909055,2656005,0
Madhya Pradesh,KHARGONE,1,1,Lotus,1,0,43.0,3,8,773550,1834385,67303990,1885020
Madhya Pradesh,KHARGONE,0,3,Hand,1,0,55.0,3,2,571040,1834385,19556340,0
Madhya Pradesh,KHARGONE,0,8,Ears of Corn And Sickle,2,0,39.0,3,7,20673,1834385,4430200,0
Madhya Pradesh,KHARGONE,0,4,Elephant,1,0,33.0,3,1,18573,1834385,286000,22000
Gujarat,KHEDA,1,1,Lotus,1,0,54.0,1,5,714572,1804028,13023202,995240
Gujarat,KHEDA,0,3,Hand,1,0,58.0,1,4,347427,1804028,86398716,25512343
Uttar Pradesh,KHERI,1,1,Lotus,1,1,60.0,1,8,609589,1770699,45295455,0
Uttar Pradesh,KHERI,0,12,Bicycle,2,0,29.0,1,2,390782,1770699,1579411,0
Uttar Pradesh,KHERI,0,3,Hand,1,0,71.0,1,8,92155,1770699,8936547,1061456
Uttar Pradesh,KHERI,0,8,Ears of Corn And Sickle,1,0,68.0,1,8,11857,1770699,9470000,0
Jharkhand,KHUNTI,1,1,Lotus,1,0,50.0,3,1,382638,1202664,91507865,27106434
Jharkhand,KHUNTI,0,3,Hand,1,0,57.0,3,1,381193,1202664,5111665,0
Jharkhand,KHUNTI,0,18,Pot,2,0,40.0,3,3,10989,1202664,13477647,851103
Jharkhand,KHUNTI,0,88,Basket containing Fruits,1,0,50.0,3,4,8838,1202664,8191682,0
Bihar,KISHANGANJ,1,3,Hand,1,1,54.0,1,8,367017,1659651,90973803,5383958
Bihar,KISHANGANJ,0,46,Arrow,1,4,54.0,1,1,332551,1659651,19854930,3598799
Bihar,KISHANGANJ,0,38,Kite,1,4,55.0,1,2,295029,1659651,7262890,1908918
Bihar,KISHANGANJ,0,18,Helicopter,1,0,42.0,1,4,15184,1659651,507291,0
Jharkhand,KODARMA,1,1,Lotus,2,0,50.0,1,2,753016,1814125,97636939,3189066
Jharkhand,KODARMA,0,71,Comb,1,10,61.0,3,4,297416,1814125,10951372,0
Jharkhand,KODARMA,0,31,Flag with Three Stars,1,4,46.0,1,6,68207,1814125,14941593,3514000
Jharkhand,KODARMA,0,10,Flowers and Grass,2,0,28.0,1,4,14119,1814125,5290000,1200000
Assam,KOKRAJHAR,1,18,Battery Torch,1,5,50.0,3,1,484560,1776358,13013994,175069
Assam,KOKRAJHAR,0,89,Nangol,2,0,69.0,3,4,446774,1776358,44714985,0
Assam,KOKRAJHAR,0,90,Tractor Chalata Kisan,1,0,56.0,3,4,312435,1776358,15108266,0
Assam,KOKRAJHAR,0,3,Hand,1,0,50.0,3,8,147118,1776358,5327404,200000
Assam,KOKRAJHAR,0,8,"Hammer, Sickle and Star",1,0,26.0,3,2,28128,1776358,1533900,248000
Karnataka,KOLAR,1,1,Lotus,1,2,44.0,2,1,709165,1629961,174557500,19865690
Karnataka,KOLAR,0,3,Hand,1,1,71.0,2,8,499144,1629961,329443821,143795090
Maharashtra,KOLHAPUR,1,19,Bow and Arrow,1,0,54.0,1,2,749085,1880496,95171892,10580414
Maharashtra,KOLHAPUR,0,5,Clock,1,4,47.0,1,4,478517,1880496,663140000,135455000
